filename,width,height,class,xmin,ymin,xmax,ymax
1#28GR444#08062020#200406.jpg,146,24,car plate,499,495,645,519
1#28LF636#07062020#160146.jpg,115,26,car plate,596,555,711,581
1#28RD176#03062020#173133.jpg,162,26,car plate,708,537,870,563
1#28RP315#07062020#144645.jpg,134,26,car plate,799,534,933,560
1#28TK596#03062020#154144.jpg,180,28,car plate,431,640,611,668
1#28VA648#07062020#210840.jpg,141,25,car plate,430,624,571,649
1#28VY858#07062020#200944.jpg,130,26,car plate,215,547,345,573
1#31B7553#03062020#164619.jpg,184,51,car plate,451,623,635,674
1#31HD304#08062020#061741.jpg,132,28,car plate,551,591,683,619
1#31HD304#08062020#134715.jpg,143,25,car plate,556,498,699,523
1#31LL008#05062020#142323.jpg,146,24,car plate,318,424,464,448
1#31N3131#07062020#152752.jpg,131,27,car plate,843,564,974,591
1#326VL51#08062020#015646.jpg,144,24,car plate,697,568,841,592
1#326VL51#08062020#071347.jpg,144,24,car plate,697,568,841,592
1#32AAU010#06062020#143511.jpg,213,33,car plate,647,614,860,647
1#32AG974#08062020#074406.jpg,119,27,car plate,588,614,707,641
1#32AK181#05062020#105049.jpg,198,33,car plate,731,604,929,637
1#32BA268#08062020#130822.jpg,150,26,car plate,538,544,688,570
1#32DE426#08062020#202333.jpg,153,26,car plate,636,599,789,625
1#32EN973#06062020#033003.jpg,190,29,car plate,911,542,1101,571
1#32ER032#08062020#130705.jpg,151,26,car plate,521,563,672,589
1#32PN310#08062020#191255.jpg,152,25,car plate,500,660,652,685
1#33AED241#08062020#193719.jpg,157,26,car plate,439,657,596,683
1#33AEJ85#07062020#153047.jpg,130,26,car plate,468,604,598,630
1#33ASE53#03062020#123656 .jpg,189,32,car plate,430,573,619,605
1#33BSU46#08062020#143200.jpg,141,26,car plate,984,541,1125,567
1#33CES99#08062020#205901.jpg,125,23,car plate,435,522,560,545
1#33CSE79#08062020#205009.jpg,148,26,car plate,461,594,609,620
1#33DPE08#08062020#060134.jpg,117,24,car plate,528,555,645,579
1#33DPE08#08062020#201648.jpg,148,26,car plate,225,565,373,591
1#33DPE18#08062020#053252.jpg,132,28,car plate,471,574,603,602
1#33DPE26#07062020#060812.jpg,70,24,car plate,270,577,340,601
1#33DRM07#08062020#022725.jpg,135,26,car plate,492,544,627,570
1#33DRM07#08062020#074426.jpg,137,26,car plate,496,573,633,599
1#33DRM11#08062020#053249.jpg,141,28,car plate,501,533,642,561
1#33DRM11#08062020#210513.jpg,147,27,car plate,612,555,759,582
1#33EAU89#08062020#043518.jpg,131,27,car plate,588,593,719,620
1#33EAU89#08062020#135207.jpg,137,26,car plate,947,511,1084,537
1#33EDT47#07062020#052850.jpg,124,25,car plate,449,589,573,614
1#33EDU78#08062020#141510.jpg,149,25,car plate,600,556,749,581
1#33EDU78#08062020#205856.jpg,151,26,car plate,458,578,609,604
1#33EFM27#08062020#051425.jpg,127,26,car plate,567,597,694,623
1#33EFM27#08062020#135157.jpg,146,24,car plate,534,622,680,646
1#33HY738#08062020#151152.jpg,149,26,car plate,676,579,825,605
1#33NPP38#08062020#203714.jpg,158,27,car plate,488,618,646,645
1#33NZF30#08062020#062334.jpg,119,26,car plate,572,587,691,613
1#33P4133#08062020#133454.jpg,150,26,car plate,502,587,652,613
1#33RA155#03062020#184603.jpg,198,36,car plate,466,626,664,662
1#33U5383#07062020#135335.jpg,128,28,car plate,400,575,528,603
1#33VB979#08062020#033852.jpg,135,27,car plate,584,614,719,641
1#34A77863#03062020#213340.jpg,181,29,car plate,805,612,986,641
1#34AAF990#06062020#154815.jpg,172,27,car plate,328,568,500,595
1#34AAP774#03062020#185929.jpg,190,33,car plate,427,590,617,623
1#34AAR503#03062020#123810 .jpg,195,43,car plate,715,556,910,599
1#34AAS026#07062020#120625.jpg,133,26,car plate,598,539,731,565
1#34AAS026#07062020#120841.jpg,136,27,car plate,608,587,744,614
1#34AAV774#08062020#044638.jpg,133,26,car plate,497,576,630,602
1#34AAY313#03062020#164632.jpg,183,46,car plate,537,616,720,662
1#34AAZ605#03062020#001804 .jpg,166,28,car plate,690,623,856,651
1#34AB4109#03062020#184544.jpg,197,32,car plate,436,618,633,650
1#34ABA017#03062020#100644 .jpg,146,26,car plate,621,580,767,606
1#34ABB607#03062020#124323 .jpg,199,29,car plate,550,616,749,645
1#34ABV990#03062020#124148 .jpg,192,44,car plate,1041,554,1233,598
1#34ACB323#03062020#005623 .jpg,161,28,car plate,543,593,704,621
1#34ACC786#03062020#004142 .jpg,160,28,car plate,447,617,607,645
1#34ACG214#03062020#125718 .jpg,193,29,car plate,469,572,662,601
1#34ACH998#03062020#123553 .jpg,142,28,car plate,752,334,894,362
1#34ACJ070#03062020#002701 .jpg,159,26,car plate,720,610,879,636
1#34ACK867#08062020#042217.jpg,131,27,car plate,580,558,711,585
1#34ACY65#06062020#000605.jpg,210,33,car plate,668,613,878,646
1#34AD9274#03062020#183322.jpg,200,33,car plate,551,650,751,683
1#34ADJ32#03062020#171829.jpg,162,32,car plate,629,504,791,536
1#34ADK036#03062020#123701 .jpg,193,32,car plate,555,544,748,576
1#34AEB535#03062020#002552 .jpg,163,27,car plate,558,594,721,621
1#34AFD794#03062020#102203 .jpg,159,27,car plate,557,652,716,679
1#34AFF185#07062020#024619.jpg,115,24,car plate,391,584,506,608
1#34AFF185#07062020#122049.jpg,117,24,car plate,761,561,878,585
1#34AFR49#03062020#001751 .jpg,166,32,car plate,761,631,927,663
1#34AG0182#03062020#172526.jpg,178,35,car plate,440,647,618,682
1#34AG5585#03062020#184424.jpg,191,29,car plate,647,597,838,626
1#34AG6529#07062020#133104.jpg,97,26,car plate,662,607,759,633
1#34AG8507#03062020#171003.jpg,177,32,car plate,587,613,764,645
1#34AGB815#03062020#125821 .jpg,196,32,car plate,612,556,808,588
1#34AGC816#03062020#013031 .jpg,181,29,car plate,330,606,511,635
1#34AGE201#03062020#190146.jpg,195,33,car plate,643,613,838,646
1#34AGF856#03062020#012319 .jpg,161,27,car plate,548,582,709,609
1#34AGL124#03062020#180208.jpg,185,37,car plate,859,639,1044,676
1#34AH5818#03062020#185624.jpg,189,28,car plate,549,574,738,602
1#34AHF564#03062020#125521 .jpg,205,34,car plate,446,613,651,647
1#34AHL288#03062020#103815 .jpg,156,26,car plate,627,609,783,635
1#34AHN303#03062020#185710.jpg,193,32,car plate,489,590,682,622
1#34AHN838#03062020#125247 .jpg,181,34,car plate,498,534,679,568
1#34AHP703#03062020#184320.jpg,189,32,car plate,533,602,722,634
1#34AHP932#03062020#190113.jpg,191,29,car plate,554,595,745,624
1#34AHS139#03062020#002104 .jpg,164,26,car plate,600,607,764,633
1#34AIZ811#03062020#101901 .jpg,158,29,car plate,565,611,723,640
1#34AJ0643#03062020#180142.jpg,182,29,car plate,180,616,362,645
1#34AJ7084#03062020#185611.jpg,192,32,car plate,581,605,773,637
1#34AJ9853#03062020#123713 .jpg,198,35,car plate,764,560,962,595
1#34AJA227#03062020#125921 .jpg,198,42,car plate,820,567,1018,609
1#34AJC745#03062020#171843.jpg,160,32,car plate,481,513,641,545
1#34AJE251#06062020#001814.jpg,190,29,car plate,800,572,990,601
1#34AJE448#03062020#124358 .jpg,192,41,car plate,884,550,1076,591
1#34AJH364#03062020#190101.jpg,184,32,car plate,549,587,733,619
1#34AJN463#08062020#043950.jpg,80,24,car plate,373,579,453,603
1#34AJN463#08062020#135656.jpg,147,26,car plate,495,574,642,600
1#34AK827#03062020#095620 .jpg,39,46,car plate,823,624,862,670
1#34AKD93#08062020#044640.jpg,140,27,car plate,816,620,956,647
1#34AKL70#06062020#022132.jpg,149,26,car plate,288,621,437,647
1#34AKL70#06062020#111040.jpg,180,29,car plate,406,610,586,639
1#34ALV513#03062020#174459.jpg,176,26,car plate,649,594,825,620
1#34AN0488#03062020#125656 .jpg,202,35,car plate,574,612,776,647
1#34AN6851#07062020#152544.jpg,133,27,car plate,501,620,634,647
1#34ANC582#06062020#000257.jpg,182,29,car plate,728,505,910,534
1#34ANG259#03062020#124224 .jpg,199,34,car plate,353,612,552,646
1#34ANG530#06062020#000342.jpg,197,32,car plate,735,553,932,585
1#34ANJ356#03062020#003728 .jpg,162,27,car plate,472,625,634,652
1#34ANJ580#03062020#171701.jpg,167,32,car plate,526,599,693,631
1#34ANJ676#03062020#185138.jpg,179,28,car plate,666,560,845,588
1#34AOB197#06062020#001802.jpg,191,29,car plate,743,581,934,610
1#34AOK44#03062020#211400.jpg,193,36,car plate,753,576,946,612
1#34AOK44#03062020#214147.jpg,199,37,car plate,760,598,959,635
1#34AS1882#03062020#012615 .jpg,164,28,car plate,652,614,816,642
1#34AS8478#03062020#212749.jpg,196,32,car plate,549,581,745,613
1#34AS9044#03062020#010548 .jpg,162,32,car plate,593,619,755,651
1#34AU8392#03062020#183816.jpg,190,29,car plate,588,606,778,635
1#34AY2923#03062020#183328.jpg,195,33,car plate,449,590,644,623
1#34AY5753#03062020#013254 .jpg,189,32,car plate,384,622,573,654
1#34BA325#05062020#143042.jpg,157,25,car plate,598,496,755,521
1#34BA4061#03062020#124124 .jpg,213,38,car plate,735,619,948,657
1#34BAG234#06062020#031523.jpg,191,32,car plate,754,547,945,579
1#34BAJ575#03062020#005656 .jpg,163,27,car plate,604,630,767,657
1#34BAM758#07062020#132555.jpg,107,26,car plate,475,620,582,646
1#34BAR750#03062020#001910 .jpg,163,26,car plate,579,596,742,622
1#34BAT954#03062020#002404 .jpg,163,26,car plate,587,625,750,651
1#34BBC999#03062020#175257.jpg,181,27,car plate,452,620,633,647
1#34BBD144#03062020#103751 .jpg,167,28,car plate,506,647,673,675
1#34BBG84#08062020#072043.jpg,135,27,car plate,483,615,618,642
1#34BBG848#08062020#020343.jpg,135,27,car plate,483,615,618,642
1#34BBL674#06062020#143650.jpg,190,33,car plate,825,615,1015,648
1#34BBN413#03062020#124215 .jpg,186,36,car plate,592,531,778,567
1#34BBT924#08062020#143414.jpg,151,26,car plate,770,603,921,629
1#34BBZ903#06062020#002541.jpg,210,34,car plate,797,598,1007,632
1#34BC4805#03062020#002033 .jpg,161,26,car plate,898,577,1059,603
1#34BCA763#03062020#184311.jpg,194,33,car plate,507,620,701,653
1#34BCD280#08062020#195712.jpg,152,25,car plate,804,595,956,620
1#34BCD633#06062020#143433.jpg,183,29,car plate,769,580,952,609
1#34BCF921#03062020#123859 .jpg,195,36,car plate,681,558,876,594
1#34BCH688#06062020#141324.jpg,213,36,car plate,806,621,1019,657
1#34BCJ324#03062020#183309.jpg,206,33,car plate,374,647,580,680
1#34BCP262#03062020#101648 .jpg,156,27,car plate,554,600,710,627
1#34BD5102#03062020#001812 .jpg,164,28,car plate,783,604,947,632
1#34BDC703#03062020#123902 .jpg,205,37,car plate,781,605,986,642
1#34BDH521#03062020#013746 .jpg,189,32,car plate,367,633,556,665
1#34BDH71#08062020#061607.jpg,117,26,car plate,592,553,709,579
1#34BDJ867#03062020#180652.jpg,180,32,car plate,251,600,431,632
1#34BDK194#08062020#061621.jpg,125,28,car plate,531,610,656,638
1#34BDU485#03062020#185605.jpg,186,29,car plate,570,601,756,630
1#34BDV771#03062020#125712 .jpg,195,35,car plate,697,592,892,627
1#34BE2976#03062020#123941 .jpg,195,34,car plate,586,561,781,595
1#34BE8248#03062020#125310 .jpg,192,35,car plate,759,536,951,571
1#34BEH418#06062020#152051.jpg,177,28,car plate,371,607,548,635
1#34BEL033#03062020#123535 .jpg,206,33,car plate,376,590,582,623
1#34BEL553#03062020#123658 .jpg,198,34,car plate,702,570,900,604
1#34BFC908#08062020#190807.jpg,151,27,car plate,634,583,785,610
1#34BFC908#08062020#201754.jpg,153,26,car plate,451,615,604,641
1#34BFK309#03062020#154138.jpg,166,35,car plate,458,570,624,605
1#34BFP440#03062020#010121 .jpg,161,26,car plate,554,610,715,636
1#34BFP980#03062020#154913.jpg,161,27,car plate,571,494,732,521
1#34BFV300#03062020#123539 .jpg,197,34,car plate,307,578,504,612
1#34BG0247#08062020#012841.jpg,133,26,car plate,801,476,934,502
1#34BG0247#08062020#021906.jpg,147,28,car plate,758,589,905,617
1#34BG0247#08062020#030635.jpg,143,29,car plate,693,561,836,590
1#34BG0247#08062020#044151.jpg,144,28,car plate,791,572,935,600
1#34BG0247#08062020#053149.jpg,144,32,car plate,607,574,751,606
1#34BG0247#08062020#064542.jpg,136,26,car plate,812,513,948,539
1#34BG0247#08062020#073607.jpg,145,28,car plate,759,589,904,617
1#34BG0247#08062020#133656.jpg,159,27,car plate,610,566,769,593
1#34BG0247#08062020#143026.jpg,164,28,car plate,893,605,1057,633
1#34BG0247#08062020#152358.jpg,166,28,car plate,726,621,892,649
1#34BG1529#03062020#125752 .jpg,179,29,car plate,445,508,624,537
1#34BG5740#08062020#011947.jpg,137,26,car plate,535,546,672,572
1#34BG5740#08062020#021255.jpg,136,25,car plate,505,516,641,541
1#34BG5740#08062020#030127.jpg,143,27,car plate,520,585,663,612
1#34BG5740#08062020#044000.jpg,145,28,car plate,509,596,654,624
1#34BG5740#08062020#053656.jpg,144,27,car plate,528,583,672,610
1#34BG5740#08062020#063648.jpg,137,27,car plate,535,545,672,572
1#34BG5740#08062020#072956.jpg,143,27,car plate,510,591,653,618
1#34BG5740#08062020#142350.jpg,151,26,car plate,544,491,695,517
1#34BG5740#08062020#151442.jpg,169,29,car plate,527,660,696,689
1#34BG5740#08062020#151739.jpg,169,29,car plate,527,660,696,689
1#34BG6221#08062020#013252.jpg,142,27,car plate,630,557,772,584
1#34BG6221#08062020#022251.jpg,145,29,car plate,614,594,759,623
1#34BG6221#08062020#031528.jpg,143,27,car plate,501,584,644,611
1#34BG6221#08062020#051204.jpg,140,27,car plate,530,557,670,584
1#34BG6221#08062020#060324.jpg,146,28,car plate,480,610,626,638
1#34BG6221#08062020#064953.jpg,145,28,car plate,638,600,783,628
1#34BG6221#08062020#073951.jpg,141,27,car plate,606,551,747,578
1#34BG6221#08062020#133649.jpg,163,28,car plate,502,598,665,626
1#34BG6221#08062020#143234.jpg,157,33,car plate,953,555,1110,588
1#34BG6221#08062020#153054.jpg,163,29,car plate,529,608,692,637
1#34BG7639#08062020#011151.jpg,143,26,car plate,852,570,995,596
1#34BG7639#08062020#022010.jpg,145,27,car plate,552,593,697,620
1#34BG7639#08062020#030845.jpg,145,27,car plate,547,608,692,635
1#34BG7639#08062020#051655.jpg,144,27,car plate,702,583,846,610
1#34BG7639#08062020#061517.jpg,145,28,car plate,552,595,697,623
1#34BG7639#08062020#062852.jpg,77,24,car plate,825,486,902,510
1#34BG7639#08062020#073711.jpg,141,27,car plate,548,555,689,582
1#34BG7639#08062020#142756.jpg,162,29,car plate,1036,602,1198,631
1#34BG7639#08062020#152548.jpg,166,27,car plate,416,616,582,643
1#34BG7646#08062020#011031.jpg,142,25,car plate,1030,571,1172,596
1#34BG7646#08062020#021759.jpg,146,27,car plate,572,601,718,628
1#34BG7646#08062020#062731.jpg,145,25,car plate,1042,598,1187,623
1#34BG7646#08062020#073500.jpg,143,28,car plate,566,566,709,594
1#34BG7646#08062020#142439.jpg,163,29,car plate,467,591,630,620
1#34BGH906#03062020#101629 .jpg,160,25,car plate,560,610,720,635
1#34BGJ904#06062020#002200.jpg,193,29,car plate,783,591,976,620
1#34BGU353#06062020#033337.jpg,194,29,car plate,679,616,873,645
1#34BHA671#08062020#020339.jpg,134,27,car plate,741,628,875,655
1#34BHA671#08062020#072039.jpg,120,26,car plate,735,586,855,612
1#34BHB330#03062020#130128 .jpg,201,33,car plate,574,593,775,626
1#34BHE120#03062020#124914 .jpg,198,32,car plate,521,579,719,611
1#34BID105#05062020#102342.jpg,197,33,car plate,735,535,932,568
1#34BIE375#07062020#161218.jpg,131,26,car plate,597,534,728,560
1#34BIN780#05062020#202006.jpg,151,25,car plate,685,628,836,653
1#34BIN780#06062020#012710.jpg,173,27,car plate,377,577,550,604
1#34BIP430#06062020#032956.jpg,200,34,car plate,886,611,1086,645
1#34BIV168#06062020#023856.jpg,151,26,car plate,401,597,552,623
1#34BIV168#06062020#112444.jpg,182,28,car plate,380,589,562,617
1#34BIY239#06062020#143223.jpg,195,32,car plate,868,589,1063,621
1#34BJE28#08062020#192704.jpg,160,27,car plate,558,654,718,681
1#34BJS043#08062020#134037.jpg,149,25,car plate,580,539,729,564
1#34BK9491#03062020#002240 .jpg,162,27,car plate,657,606,819,633
1#34BKD868#06062020#033019.jpg,194,33,car plate,684,557,878,590
1#34BKE104#06062020#002207.jpg,184,29,car plate,720,542,904,571
1#34BL0538#03062020#004110 .jpg,162,25,car plate,416,614,578,639
1#34BL4496#08062020#050954.jpg,107,26,car plate,590,610,697,636
1#34BLD712#06062020#022319.jpg,147,28,car plate,428,602,575,630
1#34BLD712#06062020#111605.jpg,167,26,car plate,373,543,540,569
1#34BMH828#05062020#100909.jpg,186,29,car plate,773,518,959,547
1#34BMN248#05062020#235632.jpg,180,32,car plate,751,515,931,547
1#34BMT103#08062020#062340.jpg,91,25,car plate,517,555,608,580
1#34BMV121#06062020#135753.jpg,200,33,car plate,756,581,956,614
1#34BN4546#06062020#000433.jpg,54,46,car plate,912,605,966,651
1#34BNK065#05062020#110712.jpg,160,27,car plate,735,442,895,469
1#34BNR340#05062020#104653.jpg,192,32,car plate,747,535,939,567
1#34BNZ123#07062020#144529.jpg,134,27,car plate,379,616,513,643
1#34BOH860#08062020#072255.jpg,134,26,car plate,600,586,734,612
1#34BP4691#03062020#175451.jpg,179,34,car plate,994,613,1173,647
1#34BP7507#03062020#004345 .jpg,163,28,car plate,677,608,840,636
1#34BPE91#03062020#002015 .jpg,161,32,car plate,654,594,815,626
1#34BR3612#03062020#185617.jpg,185,28,car plate,567,614,752,642
1#34BRP843#06062020#001419.jpg,194,29,car plate,765,565,959,594
1#34BT3367#07062020#161040.jpg,134,26,car plate,615,579,749,605
1#34BTJ972#08062020#150500.jpg,148,27,car plate,732,592,880,619
1#34BTS13#08062020#200913.jpg,159,26,car plate,465,640,624,666
1#34BU7168#03062020#132743 .jpg,186,32,car plate,337,597,523,629
1#34BUB463#07062020#205449.jpg,94,24,car plate,157,621,251,645
1#34BUG094#05062020#104835.jpg,205,34,car plate,716,585,921,619
1#34BUU289#03062020#011954 .jpg,159,29,car plate,573,579,732,608
1#34BUU289#08062020#013125.jpg,160,32,car plate,604,619,764,651
1#34BUU289#08062020#022602.jpg,145,28,car plate,490,496,635,524
1#34BUU289#08062020#031939.jpg,133,24,car plate,1090,389,1223,413
1#34BUU289#08062020#050606.jpg,149,28,car plate,548,533,697,561
1#34BUU289#08062020#055851.jpg,156,32,car plate,532,589,688,621
1#34BUU289#08062020#064826.jpg,153,32,car plate,599,575,752,607
1#34BUU289#08062020#074303.jpg,156,33,car plate,494,577,650,610
1#34BUU289#08062020#114748.jpg,143,26,car plate,775,525,918,551
1#34BUU289#08062020#133736.jpg,177,29,car plate,342,608,519,637
1#34BUU289#08062020#153409.jpg,181,29,car plate,473,642,654,671
1#34BVB20#03062020#102750 .jpg,160,27,car plate,514,643,674,670
1#34BVG023#08062020#045358.jpg,64,24,car plate,840,542,904,566
1#34BVR014#08062020#153129.jpg,151,26,car plate,921,602,1072,628
1#34BVS800#07062020#142618.jpg,107,25,car plate,504,617,611,642
1#34BVS880#07062020#131626.jpg,76,25,car plate,625,581,701,606
1#34BVZ727#07062020#043026.jpg,117,23,car plate,435,602,552,625
1#34BY1830#03062020#124656 .jpg,200,32,car plate,466,598,666,630
1#34BZ7124#03062020#175118.jpg,182,29,car plate,535,604,717,633
1#34BZ9538#03062020#125714 .jpg,201,32,car plate,565,581,766,613
1#34BZE535#08062020#194041.jpg,147,25,car plate,610,522,757,547
1#34BZK163#08062020#013923.jpg,80,24,car plate,622,573,702,597
1#34BZY347#07062020#155055.jpg,64,25,car plate,687,566,751,591
1#34CAY316#08062020#054910.jpg,80,24,car plate,369,602,449,626
1#34CBV770#06062020#002430.jpg,191,29,car plate,743,532,934,561
1#34CCF220#06062020#001555.jpg,180,29,car plate,889,574,1069,603
1#34CCG362#06062020#000813.jpg,194,33,car plate,718,572,912,605
1#34CCH464#06062020#034712.jpg,200,29,car plate,723,609,923,638
1#34CCL397#05062020#235310.jpg,193,32,car plate,734,614,927,646
1#34CCL397#06062020#034032.jpg,184,29,car plate,769,586,953,615
1#34CCU051#06062020#025347.jpg,196,29,car plate,794,580,990,609
1#34CCU051#06062020#034231.jpg,209,33,car plate,731,619,940,652
1#34CDA067#07062020#190208.jpg,129,25,car plate,544,597,673,622
1#34CED966#06062020#033430.jpg,189,29,car plate,753,527,942,556
1#34CEN903#08062020#060438.jpg,126,23,car plate,1039,534,1165,557
1#34CFE653#06062020#031434.jpg,199,29,car plate,723,575,922,604
1#34CFJ991#08062020#153134.jpg,152,26,car plate,517,591,669,617
1#34CFV330#05062020#204054.jpg,136,27,car plate,296,637,432,664
1#34CFV680#06062020#004220.jpg,175,28,car plate,321,581,496,609
1#34CGN273#08062020#020009.jpg,120,27,car plate,541,627,661,654
1#34CGN273#08062020#071710.jpg,120,27,car plate,541,627,661,654
1#34CGN273#08062020#123143.jpg,114,24,car plate,710,579,824,603
1#34CGP599#08062020#052307.jpg,131,23,car plate,1013,609,1144,632
1#34CHG503#06062020#142554.jpg,197,33,car plate,821,577,1018,610
1#34CIB82#07062020#130335.jpg,136,25,car plate,616,600,752,625
1#34CJM289#07062020#121639.jpg,69,24,car plate,599,564,668,588
1#34CJM289#07062020#142653.jpg,84,24,car plate,667,586,751,610
1#34CJM289#08062020#035138.jpg,67,23,car plate,662,613,729,636
1#34CJM289#08062020#130609.jpg,152,26,car plate,741,576,893,602
1#34CJR637#07062020#205628.jpg,39,23,car plate,421,600,460,623
1#34CLN326#08062020#053021.jpg,134,27,car plate,556,592,690,619
1#34CMF061#07062020#113834.jpg,136,27,car plate,587,616,723,643
1#34CMF061#07062020#161002.jpg,121,26,car plate,571,619,692,645
1#34CMR714#08062020#192924.jpg,163,33,car plate,1045,637,1208,670
1#34CNA247#08062020#045524.jpg,133,26,car plate,717,588,850,614
1#34CND085#08062020#150105.jpg,153,27,car plate,717,607,870,634
1#34CNT308#07062020#145530.jpg,136,27,car plate,574,627,710,654
1#34CPA817#07062020#183339.jpg,98,25,car plate,694,567,792,592
1#34CPF757#08062020#022826.jpg,135,27,car plate,455,589,590,616
1#34CPF757#08062020#074526.jpg,135,27,car plate,455,589,590,616
1#34CPF757#08062020#145719.jpg,159,28,car plate,545,654,704,682
1#34CPJ45#03062020#155558.jpg,168,32,car plate,488,554,656,586
1#34CSK983#08062020#202847.jpg,153,24,car plate,315,635,468,659
1#34CTK24#06062020#032642.jpg,180,29,car plate,824,523,1004,552
1#34CUD774#08062020#192611.jpg,157,26,car plate,653,578,810,604
1#34CVK77#07062020#153727.jpg,132,28,car plate,425,568,557,596
1#34CZC62#03062020#124419 .jpg,189,34,car plate,588,528,777,562
1#34DA3804#03062020#125316 .jpg,198,35,car plate,427,566,625,601
1#34DC3236#08062020#142044.jpg,157,26,car plate,594,605,751,631
1#34DC4304#03062020#125836 .jpg,186,32,car plate,422,615,608,647
1#34DD6557#03062020#103701 .jpg,166,28,car plate,688,620,854,648
1#34DF0542#03062020#124354 .jpg,200,29,car plate,461,568,661,597
1#34DF4123#03062020#125819 .jpg,195,32,car plate,400,588,595,620
1#34DG1365#03062020#124645 .jpg,197,33,car plate,606,591,803,624
1#34DG9523#03062020#171931.jpg,181,29,car plate,554,638,735,667
1#34DH6649#03062020#124145 .jpg,199,28,car plate,634,609,833,637
1#34DJ175#03062020#211435.jpg,193,35,car plate,787,616,980,651
1#34DJ175#03062020#214257.jpg,191,35,car plate,785,607,976,642
1#34DJ4431#08062020#062137.jpg,140,27,car plate,521,592,661,619
1#34DJ8250#03062020#155048.jpg,161,28,car plate,599,527,760,555
1#34DK6044#03062020#013059 .jpg,183,28,car plate,458,634,641,662
1#34DL1742#08062020#052922.jpg,140,27,car plate,715,612,855,639
1#34DL6150#03062020#172701.jpg,161,33,car plate,489,522,650,555
1#34DLE35#08062020#134738.jpg,109,23,car plate,868,486,977,509
1#34DM1926#03062020#190015.jpg,194,32,car plate,498,616,692,648
1#34DM4632#03062020#002226 .jpg,160,27,car plate,626,597,786,624
1#34DM5460#03062020#123751 .jpg,209,34,car plate,623,616,832,650
1#34DMJ10#03062020#184625.jpg,193,32,car plate,570,608,763,640
1#34DN8275#03062020#183236.jpg,205,32,car plate,657,651,862,683
1#34DS1636#03062020#125704 .jpg,195,34,car plate,617,550,812,584
1#34DS4043#03062020#100908 .jpg,167,27,car plate,604,647,771,674
1#34DS4555#03062020#125334 .jpg,196,38,car plate,712,553,908,591
1#34DS7564#03062020#130248 .jpg,205,33,car plate,519,612,724,645
1#34DT1875#03062020#102324 .jpg,157,24,car plate,518,627,675,651
1#34DT5010#03062020#184313.jpg,195,29,car plate,460,607,655,636
1#34DT7019#03062020#173402.jpg,168,28,car plate,596,573,764,601
1#34DT8072#03062020#180240.jpg,189,27,car plate,475,640,664,667
1#34DT9112#03062020#103929 .jpg,172,27,car plate,674,637,846,664
1#34DT9872#03062020#184811.jpg,200,33,car plate,424,637,624,670
1#34DTC85#03062020#010401 .jpg,160,25,car plate,496,603,656,628
1#34DU0324#03062020#175231.jpg,185,34,car plate,624,613,809,647
1#34DU3305#03062020#174332.jpg,181,26,car plate,564,650,745,676
1#34DU3315#03062020#002539 .jpg,168,27,car plate,363,631,531,658
1#34DU4762#06062020#031312.jpg,210,34,car plate,832,615,1042,649
1#34DU4868#03062020#005438 .jpg,167,26,car plate,557,625,724,651
1#34DU9350#03062020#213349.jpg,191,35,car plate,849,585,1040,620
1#34DV0136#03062020#184139.jpg,194,29,car plate,546,619,740,648
1#34DV3371#03062020#101625 .jpg,156,27,car plate,569,633,725,660
1#34DV6716#03062020#124256 .jpg,202,36,car plate,371,616,573,652
1#34DV6857#03062020#175049.jpg,184,32,car plate,735,600,919,632
1#34DV7806#03062020#130116 .jpg,201,33,car plate,668,575,869,608
1#34DZ4003#03062020#102225 .jpg,162,28,car plate,596,627,758,655
1#34EA3224#03062020#002214 .jpg,168,29,car plate,733,619,901,648
1#34EA3321#03062020#124514 .jpg,198,35,car plate,398,571,596,606
1#34EA4923#03062020#125324 .jpg,209,36,car plate,758,609,967,645
1#34EBA31#03062020#144139.jpg,200,33,car plate,551,630,751,663
1#34EBR55#03062020#123801 .jpg,206,36,car plate,720,614,926,650
1#34EC2694#03062020#124044 .jpg,205,35,car plate,683,610,888,645
1#34EC5038#03062020#183812.jpg,197,33,car plate,505,614,702,647
1#34EC5169#03062020#005300 .jpg,167,27,car plate,600,625,767,652
1#34ECA49#03062020#124806 .jpg,185,28,car plate,482,523,667,551
1#34ED4483#03062020#185527.jpg,191,32,car plate,630,610,821,642
1#34EE1263#03062020#125658 .jpg,192,33,car plate,511,552,703,585
1#34EEK03#03062020#124306 .jpg,201,36,car plate,693,588,894,624
1#34EJ0676#03062020#124438 .jpg,201,36,car plate,869,583,1070,619
1#34EJ0812#03062020#184614.jpg,205,32,car plate,532,637,737,669
1#34EJ2330#03062020#094930 .jpg,190,34,car plate,326,589,516,623
1#34EJ2947#03062020#102149 .jpg,159,28,car plate,563,628,722,656
1#34EJ3304#03062020#154246.jpg,159,32,car plate,600,481,759,513
1#34EJ3994#03062020#185630.jpg,194,32,car plate,602,557,796,589
1#34EJ4915#03062020#185244.jpg,182,29,car plate,626,568,808,597
1#34EJ5078#03062020#183652.jpg,200,34,car plate,595,623,795,657
1#34EJ8237#03062020#130017 .jpg,192,42,car plate,702,541,894,583
1#34EJ8372#03062020#124845 .jpg,197,37,car plate,880,587,1077,624
1#34EK0389#03062020#002310 .jpg,160,26,car plate,574,613,734,639
1#34EK6010#06062020#001945.jpg,192,33,car plate,675,514,867,547
